"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"California","Kern",2004,366,18,141,98,95,14,0,222,185,113,0,1,224,140,1
"California","Kings",2004,365,164,137,56,8,0,0,172,112,58,0,91,210,49,15
"California","Lake",2004,362,343,19,0,0,0,0,87,47,35,0,0,352,10,0
"California","Los Angeles",2004,366,15,193,87,67,4,0,229,169,90,0,31,165,170,0
"California","Madera",2004,340,214,103,23,0,0,0,147,93,44,0,49,291,0,0
"California","Marin",2004,363,345,18,0,0,0,0,80,41,29,3,154,147,58,1
"California","Mariposa",2004,366,112,183,54,12,4,1,352,122,64,0,0,265,100,1
"California","Mendocino",2004,366,351,15,0,0,0,0,69,44,32,2,42,290,31,1
"California","Merced",2004,365,156,133,62,13,1,0,204,126,60,0,37,273,55,0
"California","Mono",2004,331,196,104,23,1,0,7,926,100,48,0,0,257,20,54
"California","Monterey",2004,366,335,28,3,0,0,0,129,49,35,0,29,306,25,6
"California","Napa",2004,366,355,9,2,0,0,0,105,40,31,5,90,264,0,7
"California","Nevada",2004,366,161,133,60,11,1,0,206,122,54,0,0,304,26,36
"California","Orange",2004,366,49,241,66,10,0,0,179,126,70,0,28,178,159,1
"California","Placer",2004,366,143,150,59,14,0,0,192,126,60,0,9,260,97,0
"California","Plumas",2004,366,282,81,3,0,0,0,124,73,42,0,0,197,93,76
"California","Riverside",2004,366,45,144,93,67,17,0,212,175,99,0,10,202,153,1
"California","Sacramento",2004,366,77,216,63,10,0,0,172,122,64,0,6,165,194,1
"California","San Benito",2004,366,284,71,11,0,0,0,143,77,41,0,0,356,10,0
"California","San Bernardino",2004,366,61,137,86,60,22,0,242,182,91,0,63,237,64,2
"California","San Diego",2004,366,44,267,49,6,0,0,174,112,70,0,32,155,176,3
"California","San Francisco",2004,366,171,188,7,0,0,0,149,72,51,0,26,29,311,0
"California","San Joaquin",2004,366,251,101,13,1,0,0,179,84,44,0,85,188,73,20
"California","San Luis Obispo",2004,366,285,75,6,0,0,0,119,67,41,0,17,316,22,11
"California","San Mateo",2004,364,186,172,6,0,0,0,120,72,50,2,15,60,287,0
"California","Santa Barbara",2004,366,205,142,17,2,0,0,192,87,49,0,7,330,29,0
"California","Santa Clara",2004,366,162,180,24,0,0,0,147,87,53,0,14,121,231,0
"California","Santa Cruz",2004,366,341,22,3,0,0,0,143,47,36,0,5,326,25,10
"California","Shasta",2004,366,248,81,34,3,0,0,177,101,44,0,0,346,20,0
"California","Siskiyou",2004,352,327,24,1,0,0,0,101,49,33,0,0,330,12,10
"California","Solano",2004,366,147,202,16,1,0,0,154,88,54,0,6,83,277,0
"California","Sonoma",2004,366,328,37,1,0,0,0,122,51,33,0,58,253,53,2
"California","Stanislaus",2004,366,199,132,31,4,0,0,159,100,48,4,75,227,59,1
"California","Sutter",2004,366,198,138,29,1,0,0,159,96,47,0,53,209,104,0
"California","Tehama",2004,304,189,67,47,1,0,0,159,108,42,0,0,287,0,17
"California","Trinity",2004,140,136,4,0,0,0,0,66,32,14,0,0,0,108,32
"California","Tulare",2004,366,35,168,86,77,0,0,195,164,96,0,6,204,156,0
"California","Tuolumne",2004,366,227,123,16,0,0,0,140,87,44,4,0,362,0,0
"California","Ventura",2004,366,145,141,66,14,0,0,182,129,58,0,23,287,56,0
"California","Yolo",2004,366,204,148,14,0,0,0,135,84,47,0,1,188,171,6
"Canada","New Brunswick",2004,175,174,1,0,0,0,0,74,39,26,0,0,175,0,0
"Canada","Ontario",2004,80,67,11,2,0,0,0,140,58,40,0,0,80,0,0
"Canada","Saskatchewan",2004,338,322,16,0,0,0,0,73,39,13,0,275,0,63,0
"Colorado","Adams",2004,366,203,158,5,0,0,0,134,68,49,0,129,112,75,50
"Colorado","Alamosa",2004,362,347,15,0,0,0,0,95,35,21,0,0,0,43,319
"Colorado","Arapahoe",2004,362,264,92,6,0,0,0,119,71,43,0,0,318,44,0
"Colorado","Archuleta",2004,361,352,9,0,0,0,0,63,37,22,0,0,0,52,309
"Colorado","Boulder",2004,366,283,83,0,0,0,0,97,61,42,20,0,274,69,3
"Colorado","Delta",2004,64,50,14,0,0,0,0,92,61,28,0,0,0,52,12
"Colorado","Denver",2004,366,188,175,3,0,0,0,113,67,50,2,111,91,157,5
"Colorado","Douglas",2004,286,212,64,10,0,0,0,122,74,44,0,0,286,0,0
"Colorado","El Paso",2004,366,268,95,3,0,0,0,105,62,44,11,0,288,65,2
"Colorado","Elbert",2004,111,110,1,0,0,0,0,57,34,22,0,0,0,111,0
"Colorado","Fremont",2004,60,60,0,0,0,0,0,30,21,13,0,0,0,0,60
"Colorado","Garfield",2004,95,94,1,0,0,0,0,54,33,19,0,0,0,0,95
"Colorado","Gunnison",2004,366,235,129,2,0,0,0,112,66,48,0,0,302,7,57
"Colorado","Jackson",2004,110,110,0,0,0,0,0,34,19,9,0,0,0,110,0
"Colorado","Jefferson",2004,366,256,93,17,0,0,0,136,84,43,3,0,363,0,0
"Colorado","La Plata",2004,366,258,107,1,0,0,0,108,71,44,0,19,344,0,3
"Colorado","Larimer",2004,366,206,151,9,0,0,0,119,80,49,0,0,332,32,2
"Colorado","Mesa",2004,355,285,69,1,0,0,0,117,57,25,131,0,0,124,100
"Colorado","Montezuma",2004,364,275,87,2,0,0,0,108,67,45,0,0,361,3,0
"Colorado","Pitkin",2004,350,349,1,0,0,0,0,56,27,16,0,0,0,16,334
"Colorado","Prowers",2004,365,347,18,0,0,0,0,70,40,20,0,0,0,0,365
"Colorado","Pueblo",2004,125,105,20,0,0,0,0,71,54,34,0,0,0,107,18
"Colorado","Routt",2004,334,304,30,0,0,0,0,86,49,18,0,0,0,51,283
"Colorado","San Juan",2004,118,118,0,0,0,0,0,28,19,11,0,0,0,118,0
"Colorado","San Miguel",2004,116,110,6,0,0,0,0,59,41,19,0,0,0,45,71
"Colorado","Summit",2004,221,213,8,0,0,0,0,64,27,13,0,0,0,0,221
"Colorado","Teller",2004,346,344,2,0,0,0,0,72,29,17,0,0,0,0,346
"Colorado","Weld",2004,366,225,139,2,0,0,0,101,74,45,27,0,275,62,2
"Connecticut","Fairfield",2004,366,255,88,18,4,1,0,205,84,42,18,117,142,89,0
"Connecticut","Hartford",2004,366,198,156,11,1,0,0,154,75,47,4,11,106,245,0
"Connecticut","Litchfield",2004,237,169,58,8,2,0,0,185,84,41,0,0,156,81,0
"Connecticut","Middlesex",2004,181,136,29,15,1,0,0,192,90,41,0,0,181,0,0
"Connecticut","New Haven",2004,366,62,289,13,1,1,0,206,87,60,0,7,38,311,10
"Connecticut","New London",2004,239,168,67,3,1,0,0,174,71,42,0,0,144,95,0
"Connecticut","Tolland",2004,178,141,27,9,1,0,0,159,77,40,0,0,178,0,0
"Connecticut","Windham",2004,347,314,25,7,1,0,0,182,50,32,0,0,347,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2004,366,27,161,134,27,11,6,387,162,100,48,53,161,0,104
"Country Of Mexico","CHIHUAHUA STATE",2004,366,217,127,20,1,1,0,204,90,46,94,0,217,0,55
"Country Of Mexico","SONORA",2004,60,27,33,0,0,0,0,87,77,56,0,0,0,0,60
"Delaware","Kent",2004,263,143,107,13,0,0,0,147,87,49,0,0,150,113,0
"Delaware","New Castle",2004,366,81,269,15,1,0,0,172,90,60,0,7,70,289,0
"Delaware","Sussex",2004,263,131,114,16,2,0,0,154,97,51,0,0,172,91,0
"District Of Columbia","District of Columbia",2004,366,85,261,17,3,0,0,190,87,61,0,41,38,287,0
"Florida","Alachua",2004,364,245,110,9,0,0,0,147,74,42,0,0,278,82,4
"Florida","Baker",2004,342,301,39,2,0,0,0,108,54,34,0,0,342,0,0
"Florida","Bay",2004,359,232,107,18,2,0,0,166,80,44,0,0,272,81,6
"Florida","Brevard",2004,354,274,79,1,0,0,0,105,64,40,0,0,278,65,11
"Florida","Broward",2004,360,198,161,1,0,0,0,129,62,47,3,15,76,265,1
"Florida","Citrus",2004,119,67,51,0,1,0,0,152,59,46,0,0,0,119,0
"Florida","Collier",2004,356,315,37,4,0,0,0,122,54,34,0,0,356,0,0
"Florida","Columbia",2004,358,309,45,4,0,0,0,122,58,36,0,0,358,0,0
"Florida","Duval",2004,364,56,293,12,3,0,0,174,82,59,0,5,64,294,1
"Florida","Escambia",2004,363,91,247,22,3,0,0,156,90,58,0,0,81,282,0
"Florida","Hamilton",2004,307,307,0,0,0,0,0,47,25,16,0,0,0,0,307
"Florida","Highlands",2004,338,291,43,4,0,0,0,108,61,38,0,0,338,0,0
"Florida","Hillsborough",2004,366,59,287,18,2,0,0,189,89,59,0,0,76,290,0
"Florida","Holmes",2004,364,315,45,4,0,0,0,115,58,36,0,0,364,0,0
"Florida","Indian River",2004,296,247,46,3,0,0,0,112,67,39,0,0,296,0,0
"Florida","Lake",2004,344,151,184,7,2,0,0,159,69,52,0,0,143,201,0
"Florida","Lee",2004,361,272,82,7,0,0,0,136,64,40,0,0,279,77,5
"Florida","Leon",2004,364,73,275,14,2,0,0,157,84,59,0,0,46,318,0
"Florida","Liberty",2004,351,310,40,1,0,0,0,108,54,35,0,0,351,0,0
"Florida","Manatee",2004,365,236,102,24,3,0,0,166,87,46,0,0,321,44,0
"Florida","Marion",2004,353,249,97,7,0,0,0,143,72,42,0,0,273,80,0
"Florida","Miami-Dade",2004,366,72,286,5,3,0,0,162,74,56,9,3,25,329,0
"Florida","Nassau",2004,296,261,30,3,1,1,0,277,54,24,0,0,0,0,296
"Florida","Orange",2004,366,111,246,9,0,0,0,143,74,55,8,0,60,297,1
"Florida","Osceola",2004,331,295,33,3,0,0,0,147,54,35,0,0,331,0,0
"Florida","Palm Beach",2004,348,214,132,2,0,0,0,105,64,45,0,0,140,206,2
"Florida","Pasco",2004,364,279,76,9,0,0,0,140,74,42,0,0,364,0,0
"Florida","Pinellas",2004,366,105,254,7,0,0,0,136,71,55,0,0,56,307,3
"Florida","Polk",2004,365,256,98,11,0,0,0,122,69,42,0,0,270,84,11
"Florida","Putnam",2004,352,346,6,0,0,0,0,74,32,21,0,0,0,0,352
"Florida","Santa Rosa",2004,244,155,74,15,0,0,0,147,87,44,0,0,200,44,0
"Florida","Sarasota",2004,364,259,88,14,3,0,0,182,73,42,6,0,295,58,5
"Florida","Seminole",2004,300,205,89,6,0,0,0,126,74,43,0,0,210,87,3
"Florida","St. Lucie",2004,335,267,63,5,0,0,0,126,59,37,0,22,233,80,0
"Florida","Volusia",2004,356,273,82,1,0,0,0,126,62,39,0,0,268,79,9
"Florida","Wakulla",2004,360,265,90,5,0,0,0,112,68,41,0,0,293,67,0
"Georgia","Bibb",2004,366,115,233,14,4,0,0,169,90,58,0,0,87,279,0
"Georgia","Charlton",2004,117,74,42,1,0,0,0,121,61,44,0,0,0,117,0
"Georgia","Chatham",2004,366,91,269,6,0,0,0,126,78,56,0,0,26,338,2
"Georgia","Chattooga",2004,253,184,64,5,0,0,0,122,80,43,0,0,240,0,13
"Georgia","Clarke",2004,326,129,181,14,2,0,0,174,87,56,0,0,131,195,0
"Georgia","Clayton",2004,109,10,94,5,0,0,0,115,86,62,0,0,0,109,0
"Georgia","Cobb",2004,286,147,131,8,0,0,0,129,82,50,0,0,176,110,0
"Georgia","Coffee",2004,56,22,34,0,0,0,0,90,68,54,0,0,0,56,0
"Georgia","Coweta",2004,344,113,216,13,2,0,0,182,84,57,0,0,61,283,0
"Georgia","Dawson",2004,245,192,50,3,0,0,0,119,71,40,0,0,245,0,0
"Georgia","DeKalb",2004,366,49,294,19,3,1,0,207,90,65,0,6,55,305,0
"Georgia","Dougherty",2004,117,36,78,3,0,0,0,114,77,57,0,0,0,109,8
"Georgia","Douglas",2004,264,192,60,11,1,0,0,156,80,43,0,0,245,0,19
"Georgia","Fayette",2004,243,155,73,12,3,0,0,179,97,45,0,0,243,0,0
"Georgia","Floyd",2004,118,22,95,1,0,0,0,105,84,63,0,0,0,116,2
"Georgia","Fulton",2004,366,56,285,19,5,1,0,204,96,64,0,15,73,278,0
"Georgia","Glynn",2004,282,195,82,5,0,0,0,129,68,43,0,0,185,91,6
"Georgia","Gwinnett",2004,365,96,249,16,4,0,0,185,89,60,0,0,85,280,0
"Georgia","Hall",2004,116,30,86,0,0,0,0,99,76,60,0,0,0,116,0
"Georgia","Henry",2004,348,91,231,23,3,0,0,179,90,58,0,0,65,283,0
"Georgia","Houston",2004,58,12,46,0,0,0,0,97,77,57,0,0,0,58,0
"Georgia","Lowndes",2004,49,12,37,0,0,0,0,88,77,58,0,0,0,49,0
"Georgia","Murray",2004,284,175,104,5,0,0,0,133,80,45,0,0,194,90,0
"Georgia","Muscogee",2004,327,83,236,8,0,0,0,143,80,58,0,0,48,279,0
"Georgia","Paulding",2004,365,118,241,6,0,0,0,122,84,57,1,0,69,295,0
"Georgia","Pike",2004,363,286,66,10,1,0,0,161,67,38,0,0,363,0,0
"Georgia","Richmond",2004,364,78,269,14,3,0,0,159,87,61,0,0,46,318,0
"Georgia","Rockdale",2004,366,283,63,15,5,0,0,192,80,35,0,122,244,0,0
"Georgia","Spalding",2004,57,57,0,0,0,0,0,35,31,17,0,0,0,0,57
"Georgia","Sumter",2004,237,177,58,2,0,0,0,112,71,42,0,0,237,0,0
"Georgia","Walker",2004,62,16,46,0,0,0,0,91,80,59,0,0,0,56,6
"Georgia","Washington",2004,60,13,46,0,1,0,0,151,81,61,0,0,0,58,2
"Georgia","Wilkinson",2004,119,22,95,2,0,0,0,118,80,60,0,0,0,119,0
"Hawaii","Hawaii",2004,112,102,10,0,0,0,0,66,47,9,0,0,4,108,0
"Hawaii","Honolulu",2004,366,357,7,0,2,0,0,184,39,25,11,1,151,182,21
"Hawaii","Kauai",2004,52,52,0,0,0,0,0,26,19,14,0,0,0,0,52
"Hawaii","Maui",2004,324,319,5,0,0,0,0,56,32,18,0,0,0,95,229
"Idaho","Ada",2004,366,235,124,7,0,0,0,120,77,44,23,0,183,106,54
"Idaho","Bannock",2004,334,314,19,0,1,0,0,161,37,18,0,0,0,58,276
"Idaho","Benewah",2004,209,121,86,2,0,0,0,133,67,43,0,0,0,209,0
"Idaho","Bingham",2004,53,50,3,0,0,0,0,62,41,19,0,0,0,0,53
"Idaho","Boise",2004,285,221,62,2,0,0,0,131,58,33,0,0,0,285,0
"Idaho","Bonner",2004,345,338,7,0,0,0,0,63,32,13,0,0,0,27,318
"Idaho","Bonneville",2004,55,36,17,1,1,0,0,153,72,34,0,0,0,55,0
"Idaho","Boundary",2004,104,90,14,0,0,0,0,78,54,28,0,0,0,104,0
"Idaho","Butte",2004,349,298,51,0,0,0,0,84,54,44,0,0,340,9,0
"Idaho","Canyon",2004,366,239,122,5,0,0,0,134,63,44,29,0,131,170,36
"Idaho","Caribou",2004,16,12,4,0,0,0,0,62,57,27,0,0,0,16,0
"Idaho","Custer",2004,117,114,3,0,0,0,0,70,25,13,0,0,0,117,0
"Idaho","Elmore",2004,274,221,53,0,0,0,0,80,58,42,0,60,214,0,0
"Idaho","Franklin",2004,16,8,8,0,0,0,0,56,55,51,0,0,0,16,0
"Idaho","Gem",2004,7,1,6,0,0,0,0,80,80,62,0,0,0,7,0
"Idaho","Idaho",2004,300,259,41,0,0,0,0,84,54,26,0,0,0,300,0
"Idaho","Kootenai",2004,365,176,185,4,0,0,0,143,66,51,0,0,0,361,4
"Idaho","Latah",2004,292,248,44,0,0,0,0,68,53,26,0,0,0,292,0
"Idaho","Lemhi",2004,61,44,15,2,0,0,0,113,74,29,0,0,0,47,14
"Idaho","Nez Perce",2004,295,234,61,0,0,0,0,70,55,33,0,0,0,295,0
"Idaho","Power",2004,365,190,169,5,1,0,0,172,65,49,0,9,0,349,7
"Idaho","Shoshone",2004,357,193,154,10,0,0,0,134,78,46,0,0,0,315,42
"Idaho","Twin Falls",2004,266,212,54,0,0,0,0,90,56,36,0,0,0,266,0
"Idaho","Valley",2004,250,194,56,0,0,0,0,97,55,34,0,0,0,250,0
"Illinois","Adams",2004,364,316,48,0,0,0,0,100,55,35,0,0,326,38,0
"Illinois","Champaign",2004,366,253,109,4,0,0,0,120,71,42,0,0,268,98,0
"Illinois","Clark",2004,198,183,15,0,0,0,0,80,50,38,0,0,198,0,0
"Illinois","Cook",2004,366,44,301,20,1,0,0,156,90,67,0,80,33,249,4
"Illinois","DuPage",2004,362,315,46,1,0,0,0,115,55,29,0,0,307,55,0
"Illinois","Effingham",2004,207,170,35,2,0,0,0,112,64,40,0,0,207,0,0
"Illinois","Hamilton",2004,213,152,57,4,0,0,0,105,80,44,0,0,213,0,0
"Illinois","Jackson",2004,61,61,0,0,0,0,0,41,30,18,0,0,0,0,61
"Illinois","Jersey",2004,237,153,76,8,0,0,0,122,77,44,0,0,191,46,0
"Illinois","Jo Daviess",2004,356,336,18,2,0,0,0,105,46,33,0,0,356,0,0
"Illinois","Kane",2004,365,313,49,3,0,0,0,112,57,31,0,0,318,47,0
"Illinois","La Salle",2004,364,285,78,1,0,0,0,104,59,28,0,0,0,116,248
"Illinois","Lake",2004,365,305,55,5,0,0,0,147,63,32,0,0,326,39,0
"Illinois","Macon",2004,365,301,64,0,0,0,0,88,59,35,0,0,309,56,0
"Illinois","Macoupin",2004,359,316,42,1,0,0,0,133,54,34,0,0,356,0,3
"Illinois","Madison",2004,366,168,178,18,2,0,0,177,87,53,0,0,166,121,79
"Illinois","McHenry",2004,358,271,84,3,0,0,0,105,64,34,0,0,264,94,0
"Illinois","McLean",2004,361,296,65,0,0,0,0,97,61,36,0,0,319,42,0
"Illinois","Peoria",2004,366,277,87,2,0,0,0,118,64,38,28,0,250,87,1
"Illinois","Randolph",2004,362,293,69,0,0,0,0,97,60,38,0,0,318,44,0
"Illinois","Rock Island",2004,366,327,37,2,0,0,0,119,51,31,0,0,319,47,0
"Illinois","Saint Clair",2004,366,230,131,5,0,0,0,126,72,42,2,112,140,111,1
"Illinois","Sangamon",2004,366,270,94,2,0,0,0,102,64,38,28,0,243,95,0
"Illinois","Will",2004,340,273,64,3,0,0,0,119,63,35,0,1,286,53,0
"Illinois","Winnebago",2004,366,314,48,4,0,0,0,132,57,33,15,0,309,42,0
"Indiana","Allen",2004,366,208,152,6,0,0,0,147,77,46,60,0,121,185,0
"Indiana","Boone",2004,183,126,52,4,1,0,0,159,77,45,0,0,183,0,0
"Indiana","Carroll",2004,174,129,41,4,0,0,0,115,84,44,0,0,174,0,0
"Indiana","Clark",2004,322,186,130,6,0,0,0,133,77,46,0,0,158,101,63
"Indiana","Delaware",2004,237,129,105,3,0,0,0,133,80,48,0,0,151,86,0
"Indiana","Dubois",2004,120,29,90,1,0,0,0,109,82,59,0,0,0,116,4
"Indiana","Elkhart",2004,241,139,96,6,0,0,0,133,80,48,0,0,143,98,0
"Indiana","Floyd",2004,257,125,126,6,0,0,0,129,78,51,0,0,157,100,0
"Indiana","Gibson",2004,363,310,46,7,0,0,0,140,61,31,0,181,182,0,0
"Indiana","Greene",2004,183,122,56,5,0,0,0,119,84,46,0,0,183,0,0
"Indiana","Hamilton",2004,182,114,55,13,0,0,0,129,93,46,0,0,182,0,0
"Indiana","Hancock",2004,183,129,48,6,0,0,0,122,87,44,0,0,183,0,0
"Indiana","Hendricks",2004,366,294,63,9,0,0,0,115,62,36,34,151,172,0,9
"Indiana","Henry",2004,117,44,73,0,0,0,0,87,77,55,0,0,0,117,0
"Indiana","Howard",2004,114,35,79,0,0,0,0,99,73,57,0,0,0,114,0
"Indiana","Huntington",2004,174,151,20,3,0,0,0,115,64,41,0,0,174,0,0
"Indiana","Jackson",2004,180,137,42,1,0,0,0,119,71,44,0,0,180,0,0
"Indiana","Johnson",2004,183,131,47,5,0,0,0,129,71,45,0,0,183,0,0
"Indiana","Knox",2004,360,246,112,2,0,0,0,112,69,41,0,0,267,93,0
"Indiana","LaPorte",2004,243,141,97,5,0,0,0,119,74,44,0,0,145,98,0
"Indiana","Lake",2004,366,68,279,17,2,0,0,153,87,61,1,3,42,308,12
"Indiana","Madison",2004,241,125,109,7,0,0,0,122,82,49,0,0,153,85,3
"Indiana","Marion",2004,366,67,285,14,0,0,0,125,87,63,0,7,42,317,0
"Indiana","Morgan",2004,181,128,48,5,0,0,0,115,74,46,0,0,181,0,0
"Indiana","Perry",2004,212,135,68,9,0,0,0,136,84,47,0,0,179,0,33
"Indiana","Porter",2004,359,239,111,8,1,0,0,174,77,40,0,0,134,95,130
"Indiana","Posey",2004,180,129,47,4,0,0,0,122,77,45,0,0,180,0,0
