"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Florida","Duval",1984,366,249,108,7,2,0,0,166,74,44,124,24,218,0,0
"Florida","Escambia",1984,366,254,78,28,6,0,0,190,97,43,31,18,317,0,0
"Florida","Hillsborough",1984,366,231,97,31,7,0,0,195,101,45,47,73,246,0,0
"Florida","Leon",1984,363,304,47,12,0,0,0,133,61,34,0,0,363,0,0
"Florida","Miami-Dade",1984,366,212,140,12,2,0,0,195,84,46,183,72,111,0,0
"Florida","Orange",1984,366,281,72,13,0,0,0,147,74,37,98,36,232,0,0
"Florida","Palm Beach",1984,366,295,64,7,0,0,0,126,71,36,3,144,219,0,0
"Florida","Pinellas",1984,366,170,172,16,8,0,0,190,93,51,143,38,185,0,0
"Florida","Seminole",1984,352,291,53,8,0,0,0,133,67,33,0,0,352,0,0
"Georgia","DeKalb",1984,365,259,83,16,5,2,0,206,84,40,96,102,167,0,0
"Georgia","Fulton",1984,350,221,119,10,0,0,0,106,75,42,71,279,0,0,0
"Georgia","Muscogee",1984,260,188,51,16,4,1,0,220,97,39,0,0,260,0,0
"Georgia","Rockdale",1984,246,149,50,30,12,5,0,230,129,45,0,0,246,0,0
"Hawaii","Honolulu",1984,365,336,28,0,1,0,0,165,48,30,318,0,47,0,0
"Idaho","Ada",1984,364,261,97,6,0,0,0,113,73,39,364,0,0,0,0
"Illinois","Adams",1984,353,310,37,6,0,0,0,133,61,30,0,0,353,0,0
"Illinois","Champaign",1984,280,216,47,15,2,0,0,161,87,37,0,0,280,0,0
"Illinois","Cook",1984,366,82,229,41,9,5,0,227,106,64,129,180,53,0,4
"Illinois","DuPage",1984,201,182,16,2,0,1,0,204,50,21,0,0,201,0,0
"Illinois","Effingham",1984,328,236,55,34,3,0,0,197,101,33,0,0,328,0,0
"Illinois","Kane",1984,355,312,34,8,1,0,0,156,58,28,0,0,355,0,0
"Illinois","Kankakee",1984,304,266,37,1,0,0,0,105,58,31,0,0,304,0,0
"Illinois","Lake",1984,366,318,25,13,6,4,0,234,74,31,0,0,366,0,0
"Illinois","Macon",1984,351,278,40,31,2,0,0,164,100,33,0,0,322,0,29
"Illinois","Macoupin",1984,348,267,53,22,6,0,0,172,97,35,0,0,348,0,0
"Illinois","Madison",1984,366,224,91,33,15,3,0,221,119,45,30,118,181,0,37
"Illinois","McHenry",1984,353,328,20,4,1,0,0,151,47,28,0,0,353,0,0
"Illinois","Monroe",1984,331,240,63,20,8,0,0,185,93,34,0,0,331,0,0
"Illinois","Peoria",1984,366,285,66,15,0,0,0,150,74,38,134,0,222,0,10
"Illinois","Rock Island",1984,339,290,39,10,0,0,0,143,71,34,124,0,215,0,0
"Illinois","Saint Clair",1984,366,264,81,13,7,1,0,209,81,42,16,222,117,0,11
"Illinois","Sangamon",1984,365,277,69,16,3,0,0,166,84,41,140,0,225,0,0
"Illinois","Will",1984,366,295,53,18,0,0,0,136,80,34,79,0,270,0,17
"Illinois","Williamson",1984,347,261,57,28,1,0,0,161,90,32,0,0,347,0,0
"Illinois","Winnebago",1984,366,234,121,10,1,0,0,154,79,43,180,0,186,0,0
"Indiana","Allen",1984,342,261,45,29,7,0,0,190,101,34,0,0,342,0,0
"Indiana","Clark",1984,333,256,52,19,6,0,0,172,84,36,0,96,228,0,9
"Indiana","Dearborn",1984,60,57,3,0,0,0,0,74,44,26,0,0,0,0,60
"Indiana","Dubois",1984,40,32,8,0,0,0,0,83,68,36,0,0,0,0,40
"Indiana","Hancock",1984,268,194,45,23,5,1,0,202,101,36,0,0,268,0,0
"Indiana","Jasper",1984,365,347,17,1,0,0,0,105,42,23,0,365,0,0,0
"Indiana","Jefferson",1984,348,336,12,0,0,0,0,81,38,19,0,310,0,0,38
"Indiana","Knox",1984,128,51,38,29,9,1,0,204,147,74,0,0,128,0,0
"Indiana","Lake",1984,366,277,53,22,11,3,0,208,97,34,119,0,232,0,15
"Indiana","Marion",1984,366,121,194,37,13,1,0,210,115,58,167,73,119,0,7
"Indiana","Morgan",1984,127,46,45,28,8,0,0,190,136,67,0,0,127,0,0
"Indiana","Porter",1984,366,265,51,32,13,5,0,230,122,39,0,111,255,0,0
"Indiana","Posey",1984,265,260,2,3,0,0,0,109,36,21,0,265,0,0,0
"Indiana","Spencer",1984,364,360,4,0,0,0,0,65,31,20,0,335,0,0,29
"Indiana","St. Joseph",1984,366,279,52,30,5,0,0,169,100,35,54,0,312,0,0
"Indiana","Sullivan",1984,351,347,4,0,0,0,0,59,29,17,0,321,0,0,30
"Indiana","Vanderburgh",1984,366,268,72,23,3,0,0,187,90,40,50,79,237,0,0
"Indiana","Vigo",1984,366,277,58,25,5,1,0,202,97,34,0,114,226,0,26
"Indiana","Wayne",1984,35,30,5,0,0,0,0,66,57,33,0,0,0,0,35
"Iowa","Dubuque",1984,311,291,18,2,0,0,0,116,47,30,311,0,0,0,0
"Iowa","Johnson",1984,345,272,42,25,5,1,0,206,87,33,0,0,345,0,0
"Iowa","Linn",1984,366,284,79,2,1,0,0,177,61,39,162,0,204,0,0
"Iowa","Madison",1984,345,316,22,6,1,0,0,166,49,28,0,0,345,0,0
"Iowa","Polk",1984,366,208,151,6,1,0,0,169,79,45,243,0,118,0,5
"Iowa","Scott",1984,348,292,44,12,0,0,0,140,74,35,0,0,348,0,0
"Kansas","Jefferson",1984,318,297,19,2,0,0,0,115,46,30,0,0,318,0,0
"Kansas","Sedgwick",1984,366,292,62,12,0,0,0,140,68,36,113,0,253,0,0
"Kansas","Wyandotte",1984,366,303,50,11,2,0,0,164,71,33,93,0,273,0,0
"Kentucky","Boone",1984,362,271,60,25,6,0,0,197,93,37,0,170,192,0,0
"Kentucky","Boyd",1984,366,219,105,32,10,0,0,192,103,45,101,144,121,0,0
"Kentucky","Bullitt",1984,167,147,16,4,0,0,0,122,54,36,0,0,167,0,0
"Kentucky","Campbell",1984,365,266,70,22,7,0,0,179,93,42,0,230,135,0,0
"Kentucky","Daviess",1984,366,275,68,21,2,0,0,156,80,38,78,96,192,0,0
"Kentucky","Edmonson",1984,11,11,0,0,0,0,0,30,29,25,0,0,11,0,0
"Kentucky","Fayette",1984,365,250,78,29,8,0,0,200,101,43,149,36,180,0,0
"Kentucky","Greenup",1984,183,116,41,15,9,2,0,205,108,45,0,0,183,0,0
"Kentucky","Hancock",1984,212,111,70,25,6,0,0,172,119,49,0,0,212,0,0
"Kentucky","Henderson",1984,366,259,99,7,1,0,0,154,70,40,5,288,73,0,0
"Kentucky","Jefferson",1984,366,156,147,34,22,7,0,234,136,55,193,9,164,0,0
"Kentucky","Kenton",1984,363,263,64,28,8,0,0,192,100,42,209,0,154,0,0
"Kentucky","Livingston",1984,189,123,47,17,2,0,0,177,101,44,0,0,189,0,0
"Kentucky","McCracken",1984,366,273,69,17,7,0,0,179,87,39,49,160,157,0,0
"Kentucky","Muhlenberg",1984,187,104,57,25,1,0,0,156,115,49,0,0,187,0,0
"Kentucky","Oldham",1984,209,122,51,27,9,0,0,190,122,48,0,0,209,0,0
"Kentucky","Trigg",1984,213,136,60,16,1,0,0,156,93,44,0,12,201,0,0
"Louisiana","Ascension",1984,106,95,7,3,1,0,0,154,51,24,0,0,106,0,0
"Louisiana","Bossier",1984,356,314,37,5,0,0,0,126,58,27,0,0,356,0,0
"Louisiana","Caddo",1984,348,310,31,6,1,0,0,164,58,31,0,0,348,0,0
"Louisiana","Calcasieu",1984,365,313,37,12,1,2,0,216,61,31,0,0,365,0,0
"Louisiana","East Baton Rouge",1984,366,221,113,19,9,4,0,227,93,45,0,235,131,0,0
"Louisiana","Iberville",1984,359,303,39,13,4,0,0,174,74,28,0,0,359,0,0
"Louisiana","Jefferson",1984,366,277,63,18,8,0,0,185,90,40,0,117,249,0,0
"Louisiana","Lafayette",1984,355,315,28,11,1,0,0,159,58,29,0,0,355,0,0
"Louisiana","Lafourche",1984,98,84,9,5,0,0,0,133,80,26,0,0,98,0,0
"Louisiana","Orleans",1984,366,184,168,14,0,0,0,143,77,50,150,177,39,0,0
"Louisiana","Ouachita",1984,357,322,33,2,0,0,0,115,50,28,0,0,357,0,0
"Louisiana","Pointe Coupee",1984,117,103,6,6,2,0,0,200,54,31,0,0,117,0,0
"Louisiana","St. Bernard",1984,339,272,42,19,6,0,0,177,87,34,0,0,339,0,0
"Louisiana","St. Charles",1984,122,122,0,0,0,0,0,50,38,22,0,0,122,0,0
"Louisiana","St. James",1984,94,88,4,1,1,0,0,182,46,26,0,0,94,0,0
"Louisiana","St. John the Baptist",1984,364,293,48,17,6,0,0,174,84,36,0,0,364,0,0
"Louisiana","St. Mary",1984,101,94,5,2,0,0,0,143,44,22,0,0,101,0,0
"Louisiana","West Baton Rouge",1984,365,261,82,17,3,2,0,208,72,41,0,218,147,0,0
"Maine","Aroostook",1984,101,62,36,3,0,0,0,124,69,40,0,0,0,0,101
"Maine","Cumberland",1984,292,208,53,16,11,4,0,222,105,41,74,0,177,0,41
"Maine","Hancock",1984,329,283,24,17,5,0,0,190,71,32,0,0,328,0,1
"Maine","Kennebec",1984,250,194,35,13,8,0,0,182,97,37,0,0,208,0,42
"Maine","Lincoln",1984,175,129,21,13,12,0,0,200,119,38,0,0,175,0,0
"Maine","Penobscot",1984,178,158,20,0,0,0,0,71,52,30,1,0,0,0,177
"Maine","Washington",1984,174,134,23,11,5,1,0,203,97,35,0,0,174,0,0
"Maine","York",1984,168,107,30,15,11,5,0,219,150,41,0,0,168,0,0
"Maryland","Allegany",1984,359,297,47,10,4,1,0,206,69,31,134,0,225,0,0
"Maryland","Anne Arundel",1984,365,246,60,30,21,8,0,223,133,41,0,83,282,0,0
"Maryland","Baltimore",1984,365,236,84,26,13,6,0,225,115,44,0,125,240,0,0
"Maryland","Baltimore (City)",1984,366,82,221,49,12,2,0,206,122,66,219,82,60,0,5
"Maryland","Carroll",1984,327,254,43,23,6,1,0,224,97,33,0,0,327,0,0
"Maryland","Charles",1984,60,58,2,0,0,0,0,54,43,24,0,0,60,0,0
"Maryland","Frederick",1984,316,296,15,5,0,0,0,147,44,19,0,0,316,0,0
"Maryland","Harford",1984,362,279,47,22,13,1,0,206,100,35,0,89,273,0,0
"Maryland","Howard",1984,310,249,32,21,6,2,0,203,97,31,0,0,310,0,0
"Maryland","Montgomery",1984,360,213,117,25,3,2,0,240,93,44,186,0,174,0,0
"Maryland","Prince George's",1984,366,212,106,23,21,4,0,208,119,45,94,76,196,0,0
"Maryland","Washington",1984,307,231,50,19,6,1,0,213,97,32,0,0,307,0,0
"Maryland","Wicomico",1984,84,82,2,0,0,0,0,84,41,28,0,0,84,0,0
"Massachusetts","Berkshire",1984,194,147,31,8,7,1,0,201,97,39,0,0,194,0,0
"Massachusetts","Bristol",1984,349,243,53,23,22,8,0,246,140,41,0,183,166,0,0
"Massachusetts","Essex",1984,349,241,74,21,13,0,0,192,100,41,0,206,143,0,0
"Massachusetts","Hampden",1984,366,187,129,34,12,4,0,219,112,50,119,112,135,0,0
"Massachusetts","Hampshire",1984,197,132,33,13,15,4,0,234,147,43,0,0,197,0,0
"Massachusetts","Middlesex",1984,366,234,97,19,13,3,0,224,100,44,235,0,131,0,0
"Massachusetts","Norfolk",1984,213,136,52,13,11,1,0,201,119,44,0,0,213,0,0
"Massachusetts","Suffolk",1984,366,43,248,69,6,0,0,192,107,73,98,236,32,0,0
"Massachusetts","Worcester",1984,366,289,55,15,7,0,0,192,84,35,148,55,163,0,0
"Michigan","Cass",1984,197,172,21,4,0,0,0,140,58,33,0,0,197,0,0
"Michigan","Clinton",1984,195,192,3,0,0,0,0,64,39,20,0,0,195,0,0
"Michigan","Dickinson",1984,61,61,0,0,0,0,0,33,29,19,0,61,0,0,0
"Michigan","Genesee",1984,213,165,30,18,0,0,0,147,93,39,0,0,213,0,0
"Michigan","Ingham",1984,167,135,23,7,2,0,0,151,87,36,0,0,167,0,0
"Michigan","Kent",1984,354,292,37,16,9,0,0,185,90,31,38,0,316,0,0
"Michigan","Macomb",1984,361,295,46,18,2,0,0,156,71,30,178,0,183,0,0
"Michigan","Muskegon",1984,335,294,23,13,5,0,0,182,60,27,168,0,167,0,0
"Michigan","Oakland",1984,366,301,48,13,4,0,0,185,71,27,141,44,181,0,0
"Michigan","Osceola",1984,15,15,0,0,0,0,0,8,6,3,15,0,0,0,0
"Michigan","Oscoda",1984,97,97,0,0,0,0,0,27,17,8,97,0,0,0,0
"Michigan","Saginaw",1984,366,360,6,0,0,0,0,79,24,11,366,0,0,0,0
"Michigan","St. Clair",1984,184,141,26,13,3,1,0,201,97,34,0,0,184,0,0
"Michigan","Washtenaw",1984,159,123,30,6,0,0,0,126,84,35,0,0,159,0,0
"Michigan","Wayne",1984,366,208,130,23,5,0,0,161,93,47,107,163,96,0,0
"Minnesota","Anoka",1984,362,333,22,6,1,0,0,172,48,33,0,0,362,0,0
"Minnesota","Dakota",1984,339,310,27,2,0,0,0,119,50,34,0,0,339,0,0
"Minnesota","Hennepin",1984,366,209,157,0,0,0,0,93,69,47,308,50,0,0,8
"Minnesota","Lake",1984,168,164,4,0,0,0,0,74,42,31,0,0,168,0,0
"Minnesota","Olmsted",1984,364,254,110,0,0,0,0,90,66,43,331,0,33,0,0
"Minnesota","Ramsey",1984,366,150,199,14,3,0,0,173,87,55,281,52,33,0,0
"Minnesota","Saint Louis",1984,335,243,88,1,3,0,0,178,65,40,320,0,0,0,15
"Minnesota","Sherburne",1984,304,261,43,0,0,0,0,85,56,30,304,0,0,0,0
"Minnesota","Washington",1984,150,133,14,1,2,0,0,179,51,37,0,0,150,0,0
"Mississippi","DeSoto",1984,270,198,57,15,0,0,0,143,80,42,0,0,270,0,0
"Mississippi","Hinds",1984,366,297,57,11,1,0,0,164,67,35,113,0,253,0,0
"Mississippi","Jackson",1984,239,160,50,25,4,0,0,187,105,44,0,0,239,0,0
"Missouri","Cass",1984,343,268,62,12,0,1,0,203,80,33,0,0,343,0,0
"Missouri","Clay",1984,366,225,95,29,14,3,0,204,112,44,42,107,217,0,0
"Missouri","Greene",1984,365,285,70,9,1,0,0,166,71,36,74,0,291,0,0
"Missouri","Jackson",1984,366,320,40,4,1,1,0,251,52,33,366,0,0,0,0
"Missouri","Madison",1984,2,2,0,0,0,0,0,43,43,43,0,0,2,0,0
"Missouri","Platte",1984,366,300,43,13,9,1,0,203,84,35,0,96,270,0,0
"Missouri","Saint Charles",1984,320,272,24,14,10,0,0,197,80,30,0,65,255,0,0
"Missouri","Saint Louis",1984,366,213,87,38,18,10,0,257,136,47,37,179,150,0,0
"Missouri","St. Louis City",1984,365,178,153,27,4,3,0,219,98,52,71,239,55,0,0
"Montana","Cascade",1984,334,306,26,0,2,0,0,186,48,26,334,0,0,0,0
"Montana","Deer Lodge",1984,111,93,18,0,0,0,0,96,56,22,0,0,0,0,111
"Montana","Missoula",1984,351,306,43,0,2,0,0,165,54,10,329,0,0,0,22
"Montana","Rosebud",1984,366,365,1,0,0,0,0,76,10,1,0,366,0,0,0
"Montana","Yellowstone",1984,139,131,8,0,0,0,0,77,48,22,139,0,0,0,0
"Nebraska","Douglas",1984,366,283,70,12,1,0,0,182,67,39,160,0,206,0,0
"Nebraska","Lancaster",1984,366,348,18,0,0,0,0,84,42,24,189,0,177,0,0
"Nevada","Carson City",1984,314,169,105,34,6,0,0,182,108,49,33,0,281,0,0
"Nevada","Clark",1984,366,74,210,75,4,3,0,209,113,74,98,169,99,0,0
"Nevada","Douglas",1984,214,184,30,0,0,0,0,97,54,40,65,0,149,0,0
"Nevada","Washoe",1984,366,109,185,65,5,2,0,240,111,67,101,108,157,0,0
"New Hampshire","Coos",1984,218,180,35,3,0,0,0,143,61,34,0,0,136,0,82
"New Hampshire","Hillsborough",1984,366,162,164,22,16,2,0,205,108,53,269,0,97,0,0
"New Hampshire","Rockingham",1984,348,345,3,0,0,0,0,84,39,21,0,0,348,0,0
"New Jersey","Atlantic",1984,366,217,104,27,11,7,0,278,115,46,182,0,184,0,0
"New Jersey","Bergen",1984,363,155,166,35,5,2,0,227,105,55,70,243,50,0,0
"New Jersey","Burlington",1984,366,227,91,29,13,6,0,225,119,44,167,0,199,0,0
"New Jersey","Camden",1984,366,150,143,42,19,12,0,228,133,57,41,199,124,0,2
"New Jersey","Cumberland",1984,343,264,33,31,15,0,0,197,115,33,0,0,343,0,0
"New Jersey","Essex",1984,339,202,134,3,0,0,0,103,76,46,0,329,0,0,10
"New Jersey","Gloucester",1984,360,261,45,27,19,8,0,216,133,37,0,0,360,0,0
"New Jersey","Hudson",1984,366,103,198,44,18,3,0,205,115,66,227,77,62,0,0
"New Jersey","Hunterdon",1984,337,258,37,20,21,1,0,201,122,31,0,0,337,0,0
"New Jersey","Mercer",1984,366,224,95,26,16,5,0,244,122,44,85,103,178,0,0
"New Jersey","Middlesex",1984,366,228,91,26,15,6,0,244,115,44,192,0,174,0,0
"New Jersey","Monmouth",1984,364,294,68,2,0,0,0,115,57,35,364,0,0,0,0
"New Jersey","Morris",1984,366,133,190,30,11,2,0,203,111,57,221,15,130,0,0
"New Jersey","Ocean",1984,362,276,86,0,0,0,0,86,60,38,362,0,0,0,0
"New Jersey","Passaic",1984,58,55,3,0,0,0,0,56,44,21,0,0,0,0,58
"New Jersey","Union",1984,366,90,202,52,17,5,0,230,116,71,104,190,70,0,2
"New Mexico","Bernalillo",1984,366,119,196,42,6,3,0,207,115,61,211,6,149,0,0
"New Mexico","Catron",1984,174,174,0,0,0,0,0,20,7,1,0,174,0,0,0
"New Mexico","Dona Ana",1984,366,279,82,4,1,0,0,154,65,44,66,0,300,0,0
"New Mexico","San Juan",1984,366,355,10,1,0,0,0,108,45,24,213,153,0,0,0
"New Mexico","Sandoval",1984,302,232,66,4,0,0,0,126,67,44,0,0,302,0,0
"New Mexico","Santa Fe",1984,359,343,16,0,0,0,0,84,38,20,359,0,0,0,0
"New York","Bronx",1984,331,207,109,15,0,0,0,127,79,42,0,331,0,0,0
"New York","Chemung",1984,344,310,24,10,0,0,0,140,50,29,0,0,344,0,0
"New York","Dutchess",1984,356,351,4,1,0,0,0,133,35,19,0,0,356,0,0
"New York","Erie",1984,366,258,81,19,8,0,0,185,84,44,26,195,145,0,0
"New York","Essex",1984,365,272,64,24,4,1,0,209,93,40,0,3,362,0,0
"New York","Kings",1984,366,136,143,63,23,1,0,205,130,64,296,0,70,0,0
"New York","Monroe",1984,366,321,30,12,3,0,0,192,61,30,120,0,246,0,0
"New York","Nassau",1984,366,171,175,20,0,0,0,116,91,52,29,326,11,0,0
"New York","New York",1984,366,8,286,47,17,8,0,248,130,79,264,44,58,0,0
"New York","Niagara",1984,366,311,38,8,8,1,0,208,68,32,49,0,317,0,0
"New York","Oneida",1984,361,327,26,8,0,0,0,126,49,31,0,0,361,0,0
"New York","Onondaga",1984,366,261,99,5,1,0,0,168,74,32,366,0,0,0,0
"New York","Queens",1984,331,290,26,11,4,0,0,182,61,22,0,0,331,0,0
"New York","Rensselaer",1984,358,327,25,4,2,0,0,192,50,27,0,0,358,0,0
"New York","Richmond",1984,233,154,37,21,14,7,0,251,140,39,0,0,233,0,0
"New York","Schenectady",1984,366,327,31,7,0,1,0,204,52,29,97,0,269,0,0
"New York","Suffolk",1984,343,336,7,0,0,0,0,87,36,23,0,0,343,0,0
"New York","Warren",1984,347,324,21,2,0,0,0,136,45,29,0,0,347,0,0
"New York","Wayne",1984,352,309,25,15,3,0,0,164,58,31,0,0,352,0,0
"New York","Westchester",1984,356,291,47,9,8,1,0,207,80,31,65,0,291,0,0
"North Carolina","Alexander",1984,207,126,58,21,2,0,0,156,101,46,0,0,207,0,0
"North Carolina","Buncombe",1984,208,183,23,2,0,0,0,136,58,37,0,0,208,0,0
"North Carolina","Caldwell",1984,225,137,66,22,0,0,0,147,100,46,0,0,225,0,0
"North Carolina","Davie",1984,205,133,44,27,1,0,0,174,119,45,0,0,205,0,0
"North Carolina","Durham",1984,318,168,125,16,9,0,0,190,95,50,318,0,0,0,0
"North Carolina","Edgecombe",1984,189,123,49,16,1,0,0,154,97,46,0,0,189,0,0
"North Carolina","Forsyth",1984,366,267,78,17,4,0,0,161,87,38,88,97,181,0,0
"North Carolina","Granville",1984,191,101,55,27,8,0,0,179,129,49,0,0,191,0,0
"North Carolina","Guilford",1984,200,109,54,27,10,0,0,182,133,48,0,0,200,0,0
"North Carolina","Johnston",1984,188,110,52,25,1,0,0,151,112,47,0,0,188,0,0
"North Carolina","Lincoln",1984,195,117,62,16,0,0,0,143,97,45,0,0,195,0,0
"North Carolina","Martin",1984,195,115,55,20,5,0,0,177,112,47,0,0,195,0,0
"North Carolina","Mecklenburg",1984,366,114,191,46,15,0,0,197,128,61,195,16,155,0,0
"North Carolina","Montgomery",1984,217,112,68,29,8,0,0,177,122,49,0,0,217,0,0
"North Carolina","New Hanover",1984,212,151,44,15,2,0,0,166,93,42,0,0,212,0,0
